cluster_id,product_count,mean_margin,median_margin,std_margin,min_margin,max_margin,margin_range,high_variance
cluster_103,2,0.6032543328461056,0.6032543328461056,0.5610831033017992,0.20650866569221127,1.0,0.7934913343077887,True
cluster_1030,1,0.30952380952380953,0.30952380952380953,0.0,0.30952380952380953,0.30952380952380953,0.0,False
cluster_1031,2,0.3913486005089059,0.3913486005089059,0.270607785980806,0.20000000000000004,0.5826972010178118,0.3826972010178117,True
cluster_1036,5,0.32696951192560075,0.27872483221476513,0.4075908345995442,-0.09155963302752283,1.0,1.0915596330275228,True
cluster_1037,5,0.8341685649202735,1.0,0.37081036164461206,0.17084282460136674,1.0,0.8291571753986333,True
cluster_1039,4,0.09687773880863473,0.11983506994415982,0.11976439253046377,-0.06423357664233582,0.2120743919885551,0.2763079686308909,False
cluster_104,3,0.20062753723913965,0.16981132075471705,0.09591823155192873,0.12390488110137675,0.3081664098613251,0.18426152875994833,False
cluster_1040,6,0.2027798951124292,0.18584021568493622,0.08692618626132112,0.11527196652719668,0.3607450980392156,0.24547313151201894,False
cluster_1041,4,0.8081875000000001,1.0,0.38362500000000005,0.23274999999999998,1.0,0.76725,True
cluster_1042,3,0.10787807276302852,0.10796460176991152,0.00014987263624983621,0.10770501474926251,0.10796460176991152,0.00025958702064900196,False
cluster_1043,6,0.6098165034335247,0.6291793313069909,0.4279505767203939,0.20027017899358324,1.0,0.7997298210064168,True
cluster_1044,8,0.18414369105710535,0.26827584322469233,0.47892767149722926,-0.8324022346368714,0.7234763948497854,1.555878629486657,True
cluster_1045,12,0.6114835879787308,0.619206008583691,0.406391812198621,0.15647482014388475,1.0,0.8435251798561152,True
cluster_1046,7,0.19673373177243664,0.20009666505558243,0.043170186244391735,0.11018363939899835,0.255352676338169,0.14516903693917066,False
cluster_1047,4,0.1595380137468387,0.18369989951992852,0.1106415919902357,0.021695652173912876,0.24905660377358488,0.227360951599672,False
cluster_1049,5,0.2992085482008437,0.24382550335570466,0.11341496345234611,0.21669950738916247,0.4917043740573152,0.2750048666681527,False
cluster_105,2,1.0,1.0,0.0,1.0,1.0,0.0,False
cluster_1050,3,0.19344968756733463,0.2,0.011345473938826497,0.18034906270200393,0.2,0.01965093729799608,False
cluster_1052,2,0.1038060190052969,0.1038060190052969,0.018461340851721783,0.0907518796992482,0.11686015831134561,0.026108278612097413,False
cluster_1053,4,0.0785244499809974,0.08094041636755203,0.014326966191044087,0.061764705882352916,0.09045226130653264,0.028687555424179723,False
cluster_1054,3,0.7592450142450143,1.0,0.4169998675031566,0.27773504273504274,1.0,0.7222649572649573,True
cluster_1055,4,0.061764705882352916,0.061764705882352916,0.0,0.061764705882352916,0.061764705882352916,0.0,False
