product_code,cluster,cluster_id
10357022,-1,noise
10357015,-1,noise
103716,-1,noise
1036805,-1,noise
10347PV1,-1,noise
1036800,-1,noise
10347PV,-1,noise
1033NRSK,-1,noise
1030A3NB,-1,noise
1030A1C1,-1,noise
10300130,-1,noise
1031040,-1,noise
10310963,-1,noise
10310787,-1,noise
1031076,-1,noise
1031176,-1,noise
1031085,-1,noise
1031082,-1,noise
10310791,-1,noise
103413,-1,noise
1003857,-1,noise
10600103,-1,noise
104321Z,-1,noise
1043202,-1,noise
10540052,-1,noise
1051698,-1,noise
10516022,-1,noise
10544082,-1,noise
10557,-1,noise
10544412,-1,noise
10544413,-1,noise
10557,-1,noise
10516018,-1,noise
10516170,-1,noise
10512100,-1,noise
10517823,-1,noise
10517166,-1,noise
10517132,-1,noise
10517818,-1,noise
10517131,-1,noise
10517016,-1,noise
10544C2,-1,noise
10548013,-1,noise
10590019,-1,noise
1088385,-1,noise
10544803,-1,noise
10038114,-1,noise
10038120,-1,noise
10545002,-1,noise
10425,-1,noise
10426,-1,noise
97405880,-1,noise
1015283,-1,noise
1003A2IB,-1,noise
10040015,-1,noise
10040012,-1,noise
1003A2IB,-1,noise
10065860,-1,noise
1056A2IB,-1,noise
1056A2GO,-1,noise
1056A4GO,-1,noise
1006534,-1,noise
1056766,-1,noise
1006512,-1,noise
10065SU1,-1,noise
10194,-1,noise
10038191,-1,noise
1020662,-1,noise
1026902,-1,noise
10268024,-1,noise
1085A1AM,-1,noise
1026A25S,-1,noise
1020612,-1,noise
1024A2NT,-1,noise
10268020,-1,noise
10209CE,-1,noise
1023NRSK,-1,noise
10240190,-1,noise
1084165,-1,noise
1023A2IB,-1,noise
10229080,-1,noise
1023212,-1,noise
10235,-1,noise
1023A203,-1,noise
1021A1ZZ,-1,noise
10214B,-1,noise
1021A3CS,-1,noise
10292,-1,noise
1713A2NT,-1,noise
10216010,-1,noise
1021414,-1,noise
1021085,-1,noise
1021419,-1,noise
102143,-1,noise
10210240,-1,noise
1021A112,-1,noise
1060A616,-1,noise
10605155,-1,noise
1060A223,-1,noise
